series,lecture,writing,math,code,jax,figures,references,links,admonitions,overall,priority
lecture-python.myst,prospects_bounded_rationality,10.0,10.0,9.0,out-of-scope,8.5,10.0,10.0,N/A,9.6,NONE
lecture-python.myst,qr_decomp,5.5,3.0,10.0,out-of-scope,N/A,N/A,10.0,N/A,7.1,HIGH
lecture-python.myst,rand_resp,6.5,10.0,10.0,out-of-scope,N/A,10.0,10.0,N/A,9.3,NONE
lecture-python.myst,rational_expectations,7.0,5.5,10.0,out-of-scope,10.0,9.0,10.0,10.0,8.8,NONE
lecture-python.myst,rational_learning_re,10.0,8.5,8.5,out-of-scope,7.0,10.0,10.0,10.0,9.1,NONE
lecture-python.myst,re_with_feedback,3.5,9.0,10.0,out-of-scope,6.0,10.0,10.0,10.0,8.4,HIGH
lecture-python.myst,robust_permanent_income,7.5,10.0,7.5,out-of-scope,6.0,10.0,10.0,10.0,8.7,NONE
lecture-python.myst,ross_recovery,6.5,5.5,8.5,out-of-scope,6.0,10.0,10.0,10.0,8.1,LOW
lecture-python.myst,rs_inventory_q,5.0,6.5,10.0,out-of-scope,5.0,N/A,10.0,N/A,7.3,LOW
lecture-python.myst,samuelson,9.5,10.0,10.0,out-of-scope,5.0,8.5,8.0,N/A,8.5,LOW
lecture-python.myst,sargent_surico,9.5,5.5,6.0,out-of-scope,4.0,10.0,10.0,10.0,7.9,HIGH
lecture-python.myst,sir_model,6.5,8.0,10.0,out-of-scope,8.5,N/A,10.0,N/A,8.6,NONE
lecture-python.myst,stats_examples,6.5,5.5,9.0,out-of-scope,7.0,N/A,10.0,10.0,8.0,LOW
lecture-python.myst,status,10.0,N/A,9.0,out-of-scope,N/A,N/A,10.0,N/A,9.7,NONE
lecture-python.myst,survival_recursive_preferences,9.0,10.0,10.0,out-of-scope,4.5,10.0,10.0,10.0,9.1,NONE
lecture-python.myst,svd_intro,3.0,10.0,10.0,out-of-scope,6.5,N/A,10.0,10.0,8.2,HIGH
lecture-python.myst,theil_1,9.0,7.5,10.0,out-of-scope,6.5,10.0,10.0,10.0,9.0,NONE
lecture-python.myst,theil_2,7.5,8.0,7.5,out-of-scope,8.5,10.0,10.0,10.0,8.8,NONE
lecture-python.myst,troubleshooting,6.0,N/A,N/A,out-of-scope,9.0,N/A,9.0,N/A,8.0,LOW
lecture-python.myst,two_auctions,6.0,5.5,8.5,out-of-scope,3.0,10.0,9.0,N/A,7.0,HIGH
lecture-python.myst,two_computation,9.0,3.0,7.5,out-of-scope,3.0,10.0,10.0,N/A,7.1,HIGH
lecture-python.myst,uncertainty_traps,5.5,6.0,10.0,out-of-scope,6.5,9.0,10.0,10.0,8.1,LOW
lecture-python.myst,unemployment_linear,9.0,8.5,10.0,out-of-scope,8.5,9.0,10.0,10.0,9.3,NONE
lecture-python.myst,unemployment_shocks,10.0,10.0,9.0,out-of-scope,10.0,N/A,10.0,10.0,9.8,NONE
lecture-python.myst,util_rand_resp,9.0,5.0,10.0,out-of-scope,9.5,9.0,10.0,N/A,8.8,NONE
lecture-python.myst,var_dmd,3.0,10.0,N/A,out-of-scope,N/A,7.5,9.0,10.0,7.9,HIGH
lecture-python.myst,var_subsets,8.0,7.0,7.0,out-of-scope,5.0,N/A,10.0,10.0,7.8,LOW
lecture-python.myst,von_neumann_model,3.0,5.5,10.0,out-of-scope,7.0,8.5,10.0,10.0,7.7,HIGH
lecture-python.myst,wald_friedman,5.0,9.0,10.0,out-of-scope,4.5,10.0,9.0,10.0,8.2,LOW
lecture-python.myst,wald_friedman_2,3.0,6.5,10.0,out-of-scope,5.0,9.0,8.5,10.0,7.4,HIGH
lecture-python.myst,wealth_dynamics,4.5,10.0,9.5,out-of-scope,6.5,10.0,10.0,10.0,8.6,NONE
lecture-python.myst,zreferences,10.0,N/A,N/A,out-of-scope,N/A,N/A,10.0,N/A,10.0,NONE
